en,ru
"and, uh, and I, I, I don't know what, what has, what has set it off or what","и, э-э, и я, я, я не знаю, что, что вызвало это или что"
"but it, it certainly seems to me that, that, uh, uh, things in, in the last twenty-three years, uh, things have definitely gone towards, uh, very much the concentration on self and, and loss of, loss of perspective in terms,","но мне определенно кажется, что, что, э-э, э-э, события за последние двадцать три года, э-э, определенно привели к, э-э, очень большой концентрации на себе и потере, потере перспективы в терминах,"
Hi.,Привет.
"So, uh, what was the last car repair you had?","Итак, э-э, какой у вас был последний ремонт машины?"
"Just recently I was kind of laughing when I, when I heard the switchboard talking about the question because, uh, I had to have my, uh, radiator flushed","Совсем недавно я немного посмеялся, когда услышал, как на коммутаторе обсуждают этот вопрос, потому что, э-э, мне пришлось промыть свой, э-э, радиатор"
Oh.,Ой.
and it was getting rusty.,и это начинало ржаветь.
"And the thing that they forgot to do was to, um, to also look at the hose,","И единственное, что они забыли сделать, это, гм, также посмотреть на шланг,"
"and I had gone about oh, two days with my new radiator flushed",и я провел около двух дней с промытым моим новым радиатором
and the hose burst.,и шланг лопнул.
So I was stranded out on the highway,"Итак, я застрял на шоссе"
"Oh, no.","О, нет."
Did you crack the block or what?,Ты взломал блок или как?
"No,","Нет,"
"I, I didn't do that thank goodness,","Я, я, слава богу, этого не делал,"
"but, uh, there seemed to be enough antifreeze in there, you know, left to do that","но, э-э, кажется, там осталось достаточно антифриза, ну, вы знаете, для этого"
"but it cost me all kind of money, you know, to have that repaired after they said they were going to, they had repaired it.","но, знаете, мне это стоило немалых денег, чтобы отремонтировать это после того, как они сказали, что собираются это сделать, они это отремонтировали."
"So that was, that was a horrible experience just recently.","Так вот, совсем недавно это был ужасный опыт."
"Yeah,","Да,"
I see.,Понимаю.
You got lucky you didn't ruin the whole engine though.,"Однако вам повезло, что вы не испортили весь двигатель целиком."
"Yes,","Да,"
yes.,да.
That can be pretty serious.,Это может быть довольно серьезно.
I know.,Я знаю.
I know.,Я знаю.
What about you?,Что насчет тебя?
"Oh, I guess it's been awhile for me.","О, я думаю, для меня это было давно."
I'd,Я бы
it's been about a year.,прошло около года.
Uh-huh.,Угу.
"Yeah,","Да,"
"I had the, uh, the water pump break on my car.",У меня в машине сломался водяной насос.
Oh.,Ой.
"Yeah,","Да,"
"I was traveling, uh,","Я путешествовал, э-э-э,"
I was going on my way home from Thanksgiving,Я возвращался домой со Дня благодарения
Uh-huh.,Угу.
and it broke like in the middle of nowhere.,и это сломалось как будто у черта на куличках.
Uh-huh.,Угу.
"So, I had to get it towed and then fixed","Итак, мне пришлось отбуксировать его, а затем починить"
and,и
Uh-huh.,Угу.
big pain.,большая боль.
"Oh, oh, I know. I know.","О, о, я знаю. Я знаю."
Especially when you're out on the highway.,Особенно когда ты выезжаешь на шоссе.
"Yeah,","Да,"
that's where I was.,вот где я был.
Luckily someone came by and gave me a ride.,"К счастью, кто-то зашел и подвез меня."
Uh-huh.,Угу.
Uh-huh.,Угу.
"I know, well, you know, uh, living in Dallas,","Я знаю, ну, ты знаешь, э-э, живешь в Далласе,"
"you know we've got, uh, bumper to bumper eight lanes of traffic","вы знаете, что у нас, э-э, бампер к бамперу восемь полос движения"
"and, uh, that was, that was horrible.","и, э-э, это было, это было ужасно."
Yeah,Да
"You know to have the, you know,","Ты знаешь, чтобы иметь, ты знаешь,"
your car is fuming,твоя машина дымится
and everything.,и все остальное.
It's already a hundred degrees,Уже сто градусов
you don't need that too.,тебе это тоже не нужно.
"Oh, shoot","О, черт"
But my car is getting old.,Но моя машина стареет.
"See it's about six years old now,","Видите ли, сейчас ему около шести лет,"
so.,так.
"Yeah,","Да,"
so is mine,как и мой
"Yeah,","Да,"
so I got it right out of college,так что я получил это сразу после колледжа
"and so it's, uh, it's starting to show the wear and tear now.","и так это, э-э, сейчас начинает проявляться износ."
"Yeah,","Да,"
I'm hoping mine gets me through.,"Я надеюсь, что мой поможет мне пройти через это."
I got until May until I'm out.,"У меня есть время до мая, пока я не выйду."
So when I cross that one I'll be okay.,"Так что, когда я пересеку эту черту, со мной все будет в порядке."
"Uh-huh,","Ага,"
uh-huh.,угу.
"Yeah,","Да,"
"that, uh, that was my graduation present to myself,","это, э-э, это был мой подарок самому себе на выпускной,"
so.,так.
"Oh, that's nice","О, это мило"
Yeah.,Да.
"Yeah,","Да,"
I know,Я знаю
"so but gosh, it's really starting to, to wear","так что, черт возьми, это действительно начинает... изнашиваться"
"so I've been thinking, especially now is a good time to buy a car.","так что я тут подумал, особенно сейчас самое подходящее время для покупки машины."
Yeah.,Да.
"because I can't, uh, I don't know if I want to, you know, pay all these repairs now to start getting it fixed when it's starting to breakdown.","потому что я не могу, э-э, я не знаю, хочу ли я, знаете ли, оплатить все эти ремонтные работы сейчас, чтобы начать чинить его, когда он начнет ломаться."
"Yeah,","Да,"
I don't want to do too much on mine because it will be worth more than the car is,"Я не хочу делать слишком много на своем, потому что это будет стоить больше, чем машина"
and it's not worth it,и это того не стоит
"Uh-huh,","Ага,"
uh-huh.,угу.
"Yeah,","Да,"
that's true.,это правда.
I agree with you there.,Тут я с вами согласен.
Yeah.,Да.
"So I don't know, uh,","Так что я не знаю, э-э,"
"because I, I need to have it tuned, you know, tuned up and I don't know, replace some of the belts.","потому что мне, мне нужно его настроить, вы знаете, настроить, и я не знаю, заменить некоторые ремни."
"And I was looking at the, uh,","И я смотрел на, э-э-э,"
tires need to be replaced,шины нуждаются в замене
and so I was thinking just a lot of money,"и вот я подумал, что просто много денег"
"I'm,","Я есть,"
might as well buy me a new car for that.,с таким же успехом ты мог бы купить мне за это новую машину.
"Yeah,","Да,"
I got new tires last winter too,Прошлой зимой я тоже купил новые шины
"so I'm like, well, that's the last major purchase for this thing.","так что я такой, что ж, это последняя крупная покупка для этой штуки."
It's not worth it.,Это того не стоит.
Uh-huh.,Угу.
"Well, you have to, in Pennsylvania, boy,","Ну, ты должен, в Пенсильвании, парень,"
"you have to really have your car winterized and stuff, huh?","тебе действительно нужно утеплить свою машину и все такое, да?"
Yeah.,Да.
Uh-huh,Ага
"Yeah,","Да,"
we get some killer winters up here in the mountains.,"у нас здесь, в горах, бывают убийственные зимы."
"Oh, really?","О, правда?"
Yeah.,Да.
"Oh, okay.","О, ладно."
"So,","Так,"
Lot of snow and a lot of cold.,Много снега и очень холодно.
Uh-huh.,Угу.
"Well, especially don't you have what, a lot of salt on the ground?","Ну, особенно разве у вас нет чего, много соли на земле?"
"Yeah,","Да,"
at times there's a lot of it.,временами этого бывает очень много.
Uh-huh.,Угу.
You got to like clean out the underneath of your car all the time when you get a chance.,"Тебе должно нравиться постоянно чистить днище своей машины, когда у тебя есть такая возможность."
Yeah.,Да.
"Yeah,","Да,"
"well, rust and the, and the body too, huh?","ну, ржавчина и... и кузов тоже, да?"
"Yeah,","Да,"
I haven't had a big problem with that though.,Хотя у меня с этим не было больших проблем.
Uh-huh.,Угу.
So I've been pretty lucky there.,Так что мне там очень повезло.
"Well, I think they get the new Z-bart stuff and everything to where you can, um,","Ну, я думаю, они доставляют новые материалы Z-bart и все остальное туда, где ты можешь, эм,"
"Yeah,","Да,"
that's usually pretty good.,обычно это довольно хорошо.
You just rinse it off after the winter is over and done with it.,Вы просто смываете его после окончания зимы и покончите с этим.
Uh-huh.,Угу.
"Yeah,","Да,"
and go like that so.,и иди вот так вот.
Yeah.,Да.
I usually like to do most repairs on my own though.,Хотя обычно мне нравится делать большинство ремонтных работ самостоятельно.
Do you?,А ты?
"Yeah,","Да,"
just because that way I know what's wrong with my car and what it needs and what it really doesn't.,"просто потому, что таким образом я знаю, что не так с моей машиной, что ей нужно, а чего на самом деле нет."
"Uh-huh,","Ага,"
uh-huh.,угу.
Yeah.,Да.
"Plus if something goes wrong, I know who to blame.","К тому же, если что-то пойдет не так, я знаю, кого винить."
"Well, I, I think I'm getting too old for all that.","Ну, я, я думаю, что становлюсь слишком стар для всего этого."
"My, uh, I had four brothers",У меня... э-э... у меня было четыре брата
"and they used to drag me out underneath the car, and stuff",и они обычно вытаскивали меня из-под машины и все такое
"so I can, I can do all that stuff","так что я могу, я могу делать все это"
"but I, I think I'd much prefer to pay the twenty-two ninety-five to, to go have it done now","но я, я думаю, я бы предпочел заплатить двадцать два девяносто пять, чтобы сделать это сейчас"
so I can get my hands dirty.,чтобы я мог испачкать руки.
"So, yeah.","Так что, да."
"I'm just getting, getting to that age I guess.","Наверное, я просто подхожу, подхожу к этому возрасту."
"You just don't have,","У тебя просто нет,"
your time becomes very precious,ваше время становится очень ценным
so working on the car is just not one of those things I want to spend my time on anymore,"так что работа над машиной - это просто не одна из тех вещей, на которые я больше не хочу тратить свое время"
More fun things to do.,Более забавные занятия.
"Absolutely, absolutely.","Абсолютно, абсолютно."
"So, yeah,","Так что, да,"
"I'm trying to, you know,","Я пытаюсь, ты знаешь,"
"I just need one,","Мне просто нужен один,"
I had two cars there for a while,Какое-то время у меня там было две машины
so I wouldn't have to worry about which car was going to run.,"так что мне не пришлось бы беспокоиться о том, какая машина будет ехать."
"Well, that's nice.","Что ж, это мило."
"And yeah,","И да,"
so but it became a hassle trying to keep up and maintain both of them.,"так что, но это стало проблемой, пытаясь не отставать и поддерживать их обоих."
Yeah.,Да.
"And yeah,","И да,"
"so that,","так что,"
One is bad enough,Одного уже достаточно
"Yes,","Да,"
one was bad enough.,одного было достаточно.
But I think I got rid of the wrong one,"Но я думаю, что избавился не от того"
"I soon, I need a lot of repairs done on, on this one","Я скоро, мне нужно сделать много ремонтных работ на этом"
"so yeah,","так что да,"
"that was, uh, that was something else","это было, э-э, это было что-то еще"
"Well, are our five minutes up?","Ну что, наши пять минут истекли?"
"Yeah,","Да,"
I was just wondering that,"Мне просто было интересно, что"
"I, I didn't, I didn't set the time or anything to, uh,","Я, я не, я не устанавливал время или что-то в этом роде, э-э,"
"Yeah,","Да,"
I didn't either.,Я тоже этого не делал.
"Yeah,","Да,"
"put ,","класть ,"
"Yeah,","Да,"
"this must be a, a hard category.","это, должно быть, трудная категория."
"Well, yeah,","Ну, да,"
"I guess. Um, you know,","Я думаю. Эм, ты знаешь,"
"unless you're, um, you know, big do-it-yourselfer. Um, to, you know, fix up your own cars and, and things like that.","если только ты, эм, ну, знаешь, большой любитель делать все сам. Эм, чтобы, ну, знаешь, чинить свои собственные машины и тому подобное."
"So, but I guess they were talking about experiences.","Итак, но я предполагаю, что они говорили об опыте."
"You know, I, uh, uh, I did,","Ты знаешь, я, э-э-э, я сделал,"
my parents live in Ohio,мои родители живут в Огайо
"so I, I do know something about the, you know, the really cold weather.","так что я, я действительно кое-что знаю о, ну, вы знаете, по-настоящему холодной погоде."
"And, uh, I've always lived down here in the south,","И, э-э, я всегда жил здесь, на юге,"
"and, oh, I took my car up there to their house","и, о, я поехал на своей машине туда, к их дому"
"and, um, I guess I had a crack in the block,","и, эм, я думаю, у меня была трещина в блоке,"
"and when I got up there the car,","и когда я поднялся туда, машина,"
"All right, uh, well,","Ладно, э-э, ну что ж,"
"let's see,","давайте посмотрим,"
How old are you Lisa?,"Сколько тебе лет, Лиза?"
I'm twenty.,Мне двадцать.
Okay.,Хорошо.
How old are you?,Сколько вам лет?
I'm older.,Я старше.
Older,Старший
Older than you are.,"Старше, чем ты есть на самом деле."
Okay.,Хорошо.
"Okay,","Окей,"
we are supposed to talk about places we like to go.,"мы должны говорить о местах, которые нам нравится посещать."
"So I'm going,","Так что я ухожу,"
"and where are you from, where are you calling from?","и откуда ты, откуда ты звонишь?"
"I'm calling from, uh, Provo, Utah,","Я звоню из, э-э, Прово, штат Юта,"
"but I'm from Plano, Texas.","но я из Плано, штат Техас."
"Oh, you are from Plano.","О, вы из Плано."
My sister lives in Plano.,Моя сестра живет в Плано.
"Oh, really?","О, правда?"
"Yes,","Да,"
"her husband is the new Director of Admissions at, uh, University of Texas at Dallas.",ее муж - новый директор приемной комиссии Техасского университета в Далласе.
"Oh, wow.","О, ничего себе."
"Yeah,","Да,"
"so,","так,"
"Anyway, so, where's your favorite place to go?","В любом случае, итак, куда ты больше всего любишь ходить?"
My grandparents live there.,Там живут мои бабушка с дедушкой.
That's generally our usual summer vacation.,Обычно это наши обычные летние каникулы.
Where in Arizona?,Где в Аризоне?
"Uh, Tempe.","Э-э, Темпе."
"Okay,","Окей,"
I've never been to Tempe.,Я никогда не был в Темпе.
"So,","Так,"
That's where I'd like to go.,Вот куда я хотел бы пойти.
What do you like about Tempe?,Что тебе нравится в Темпе?
"Uh, mainly just being with family is it.","Э-э, в основном, просто быть с семьей, вот и все."
We just hang out,Мы просто тусуемся
and my grandparents have a pool,а у моих бабушки и дедушки есть бассейн
so we go swimming,"итак, мы идем купаться"
"and, uh,","и, э-э-э,"
"Pretty hot isn't it, in the summer?","Довольно жарко, не правда ли, летом?"
Yeah,Да
but we keep cool just by going swimming,"но мы сохраняем хладнокровие, просто плавая"
and it's fun to be with my cousins.,и мне весело быть с моими двоюродными братьями и сестрами.
"They're up there also, my grandparents and my cousins.","Они тоже там, наверху, мои бабушка с дедушкой и мои двоюродные братья."
That's good.,Это хорошо.
Uh-huh.,Угу.
"So,","Так,"
Been to Hawaii?,Был на Гавайях?
"No,","Нет,"
have you?,у тебя есть?
"Yes,","Да,"
"in fact, I just got some reservations.","на самом деле, у меня только что были кое-какие оговорки."
"I'm going to go for, uh, almost two weeks this winter.",Этой зимой я собираюсь уехать почти на две недели.
"Oh, my goodness.","О, боже мой."
Yes.,Да.
"It's the longest,","Это самый длинный,"
"well actually I lived there,","ну, на самом деле я там жил,"
"so I was there longer,","так что я пробыл там дольше,"
"but two weeks is the longest vacation I'll have ever taken there,","но две недели - это самый длинный отпуск, который я когда-либо брал там,"
so I'm kind of looking forward to that one.,так что я вроде как с нетерпением жду этого момента.
Wow.,Вау.
Around Christmas time?,Примерно во время Рождества?
"Uh, no,","Эм, нет,"
in March.,в марте.
Oh.,Ой.
We're going to go in March after my children's birthdays and get all that business out of the way.,"Мы собираемся поехать в марте, после дней рождения моих детей, и покончить со всеми этими делами."
Wow.,Вау.
"Yeah,","Да,"
"so I think, I would like to go to Arizona.","поэтому я думаю, что хотел бы поехать в Аризону."
"I mean, I was in Phoenix in January, last January","Я имею в виду, я был в Фениксе в январе, в прошлом январе"
but it was rainy and icky.,но было дождливо и мерзко.
"Oh, really?","О, правда?"
It was the coldest it's been there ever in January,"В январе здесь было холоднее, чем когда-либо"
I think. It's very cold.,Я думаю. Здесь очень холодно.
"So, do you travel a lot","Итак, вы много путешествуете"
"But, I would like to go to Tempe.",Но я бы хотел съездить в Темпе.
"or,","или,"
Do we travel a lot?,Много ли мы путешествуем?
"Uh, some, yeah.","Э-э, немного, да."
"Well, I've been a, I was a travel agent.","Ну, я был... я был туристическим агентом."
Oh.,Ой.
"I mean, I have been up until just a few months ago.","Я имею в виду, что я был на ногах всего несколько месяцев назад."
But I'm thinking of going back to work,"Но я подумываю о том, чтобы вернуться к работе"
Huh.,Хм.
Yeah.,Да.
"So you know a lot of good vacation spots, huh.","Значит, ты знаешь много хороших мест для отдыха, да."
I I know a lot of good places to go.,"Я знаю много хороших мест, куда можно сходить."
But you definitely need to go to Hawaii.,Но вам определенно нужно съездить на Гавайи.
Very definitely.,Очень определенно.
That's your favorite?,Это твое любимое блюдо?
"Yes,","Да,"
it is my favorite.,это мое любимое блюдо.
My husband hasn't been to Europe yet,Мой муж еще не был в Европе
and I'd like to take him there.,и я бы хотел отвезти его туда.
"And, but he's traveled all over the United States","И, но он объездил все Соединенные Штаты"
and I haven't.,а я этого не сделал.
"Like, I haven't been down south.","Например, я не был на юге."
I'd like to go to New Orleans.,Я бы хотел съездить в Новый Орлеан.
Have you been there?,Вы там бывали?
I haven't.,У меня нет.
"Where, where do you live?","Где, где ты живешь?"
"We, I live in Yakima, Washington.","Мы, я живу в Якиме, штат Вашингтон."
Wow.,Вау.
So it's cold and rainy today.,"Итак, сегодня холодно и дождливо."
It's yucky.,Это отвратительно.
Um.,Хм.
But we've had some pretty nice weather.,Но у нас была довольно хорошая погода.
"We played tennis outdoors until last week,","Мы играли в теннис на открытом воздухе до прошлой недели,"
so that's a pretty good deal.,так что это довольно выгодная сделка.
Um.,Хм.
"So do you go to school in Provo, Utah?","Итак, ты ходишь в школу в Прово, штат Юта?"
I do.,Я делаю.
Do you use NuSkin skin care.,Пользуетесь ли вы средствами по уходу за кожей NuSkin?
They're located in Provo.,Они расположены в Прово.
I work for NuSkin,Я работаю на Нускина
Do you?,А ты?
Yes.,Да.
I'm a NuSkin person.,Я человек из Нускина.
"Oh, really?","О, правда?"
"Yeah,","Да,"
"I sell NuSkin, too.",Я тоже продаю НуСкин.
"I, I am my only","Я, я - мой единственный"
"Oh, my goodness.","О, боже мой."
and best,и лучший
not only and best,не только и не столько лучший
but I'm my best customer.,но я - мой лучший клиент.
Great,Отличный
"Since we're not supposed to talk about this, though, is there anything more intensive for the eye area than the eye cream?","Однако, поскольку мы не должны говорить об этом, есть ли что-нибудь более интенсивное для области вокруг глаз, чем крем для век?"
"Uh,","Ух,"
Do you know?,Ты знаешь?
"I don't,","Я не,"
"probably, maybe the rejuvenating cream is the only other thing I would use.","наверное, омолаживающий крем - это единственное, что я бы еще использовала."
"I have that, too.",У меня это тоже есть.
"I'm forty-two,","Мне сорок два,"
"I need something,","Мне нужно кое-что,"
I need more.,Мне нужно больше.
Than the intensive eye?,Чем интенсивный взгляд?
Yeah.,Да.
I didn't know if there was anything else.,"Я не знал, было ли что-нибудь еще."
And I use the Celltrex.,И я использую Celltrex.
Uh-huh.,Угу.
"But anyway,","Но в любом случае,"
"well, yes,","ну, да,"
NuSkin is wonderful.,Нускин замечательный.
"Good,","Хорошо,"
yes.,да.
I think it's a wonderful product.,"Я думаю, что это замечательный продукт."
Do you use it?,Вы им пользуетесь?
"I do,","Я делаю,"
"yeah,","да,"
we get free products every month,мы получаем бесплатные продукты каждый месяц
"so,","так,"
"Oh, my gosh.","О, боже мой."
That's great.,Это здорово.
"Right, right","Верно, верно"
"now I'm getting about sixty bucks a month, free products","теперь я получаю около шестидесяти баксов в месяц, бесплатные продукты"
"so,","так,"
"Yeah,","Да,"
"oh, yeah.","о, да."
I've worked there about a year.,Я проработал там около года.
That's good.,Это хорошо.
Are they good to work for?,Хороши ли они для работы?
"Yes,","Да,"
they're wonderful to work for.,с ними замечательно работать.
That's great.,Это здорово.
Yep,Да
"Anyway, so we're supposed to be talking about places to go","В любом случае, предполагается, что мы говорим о местах, куда можно сходить"
and you have not been to Europe.,и вы не были в Европе.
Do you go to school?,Ты ходишь в школу?
Uh-huh.,Угу.
Do you ski?,Вы катаетесь на лыжах?
"I ski, yes.","Да, я катаюсь на лыжах."
"I've,","Я,"
"Ski,","Кататься на лыжах,"
you probably ski very well in Utah.,"вы, наверное, очень хорошо катаетесь на лыжах в Юте."
"No,","Нет,"
I don't,Я не
"Actually since I grew up in Texas I've only been here about two years and have gone skiing about three times. well, five times each season.","На самом деле с тех пор, как я вырос в Техасе, я провел здесь всего около двух лет и катался на лыжах около трех раз. ну, по пять раз за сезон."
Uh.,Ух.
Why did you move to Utah?,Почему вы переехали в Юту?
"You're going, oh, you are going to school? At B Y U,","Ты идешь, о, ты идешь в школу? В B Y U,"
"Yeah,","Да,"
"I,","Я,"
is that where B Y U is?,"это там, где Б У тебя?"
Uh-huh.,Угу.
Yep.,Ага.
"Okay,","Окей,"
I know some people that went to B Y U.,"Я знаю некоторых людей, которые ходили в B Y U."
That's great.,Это здорово.
Pretty good.,Довольно хорошо.
I do like to ski.,Я действительно люблю кататься на лыжах.
"Pretty, pretty down there. Huh?","Прелестно, прелестно там, внизу. А?"
"Yeah,","Да,"
"I, I said I do like to ski.","Я, я сказал, что мне действительно нравится кататься на лыжах."
"So, where, have you skied?","Итак, где вы катались на лыжах?"
"And it's, it's kind of nice being up here just because it's all like a vacation in itself when you get to go.","И это, в некотором роде приятно быть здесь, наверху, просто потому, что все это само по себе похоже на отпуск, когда ты уезжаешь."
