en,ru
Uh-huh.,Угу.
"It was one of those understood things that you just, you know, either wore, you know, a dress or,","Это была одна из тех понятных вещей, которые ты просто, ну, знаешь, либо надевал, ну, знаешь, платье, либо,"
"Uh-huh,","Ага,"
uh-huh.,угу.
Uh-huh.,Угу.
"Not even a dressy slack, a dressy suit, slack suit even if it's all,","Даже нарядного халата, нарядного костюма, свободного костюма, даже если это все,"
"Not,","Нет,"
"No,","Нет,"
"not, not with what I did. Uh,","нет, только не с тем, что я сделал. Ух,"
Uh-huh.,Угу.
Most people didn't.,Большинство людей этого не делали.
Uh-huh.,Угу.
"Sometimes, like the secretaries might","Иногда, как могли бы секретари"
Uh-huh.,Угу.
but even then you didn't see them wearing slacks too much.,"но даже тогда вы не видели, чтобы они слишком часто носили брюки."
"And I really, you know,","И я действительно, ты знаешь,"
there's some nice pantsuits out,там есть несколько хороших брючных костюмов
"and and I wouldn't have minded, you know, wearing those especially when it gets pretty cold.","и, знаете, я бы не возражала, если бы надела их, особенно когда становится довольно холодно."
"Uh-huh,","Ага,"
uh-huh.,угу.
Uh-huh.,Угу.
"Uh-huh,","Ага,"
uh-huh.,угу.
"But, uh,","Но, э-э,"
"I know my daughter mostly,","Я знаю свою дочь в основном,"
I don't think she ever wears slacks to work.,"Я не думаю, что она когда-либо надевает брюки на работу."
Uh-huh.,Угу.
"But I didn't know if the trend changes, you know, if, uh,","Но я не знал, изменится ли тенденция, вы знаете, если, э-э,"
"You know, I think it's one of those things where it's not viewed upon as being professional.","Вы знаете, я думаю, что это одна из тех вещей, когда на это не смотрят как на что-то профессиональное."
I guess they expect women to be in skirts or dresses.,"Я думаю, они ожидают, что женщины будут в юбках или платьях."
Uh-huh.,Угу.
Uh-huh.,Угу.
"Look more like a woman, huh","Больше похож на женщину, да"
Yeah,Да
That's right,Это верно
"Uh-huh,","Ага,"
uh-huh.,угу.
And it's the men that make the rules,И именно мужчины устанавливают правила
"Uh, well, then you, you, you know why they make them then that way.","Э-э, ну, тогда ты, ты, ты знаешь, почему они делают их такими."
"But, no,","Но, нет,"
"we usually, you know,","мы обычно, ты знаешь,"
"skirt and, skirt and blouse or suit or dress is what you see down here.","юбка и, юбка и блузка, или костюм, или платье - вот что вы видите здесь внизу."
"Uh-huh,","Ага,"
uh-huh.,угу.
So it's nice with me working at home because I can wear pants.,"Так что мне приятно работать дома, потому что я могу носить брюки."
Yeah.,Да.
"No, no one can see me unless I'm, you know,","Нет, никто не может видеть меня, если я, ты знаешь,"
Yeah.,Да.
"But, yet, you need to keep up an appearance for your husband, too, though at home. Because that's, I, I believe,","Но, тем не менее, вам тоже нужно поддерживать внешний вид для вашего мужа, хотя и дома. Потому что это, я, я верю,"
Yeah.,Да.
Yeah.,Да.
"But, I'm not going to put a skirt on just for him",Но я не собираюсь надевать юбку только ради него
"Oh, you don't think you will, huh","О, ты же не думаешь, что у тебя получится, да"
"Well, you'll be excused because considering everything","Что ж, вы будете освобождены, потому что, учитывая все"
"Yeah,","Да,"
I think that the main issue at home is being comfortable in your clothing,"Я думаю, что главная проблема дома - это чувствовать себя комфортно в своей одежде"
Uh-huh.,Угу.
Yeah.,Да.
"But I, I look at homemaking as a job also. Uh, being a homemaker","Но я, я тоже смотрю на ведение домашнего хозяйства как на работу. Э-э, быть домохозяйкой"
Right.,Верно.
"and I, I think sometimes we lose sight of that. Uh, by the fact that we don't sometimes watch our dress,","и я, я думаю, иногда мы упускаем это из виду. Э-э, тем фактом, что мы иногда не следим за своим платьем,"
Yeah.,Да.
"What do you do there in Lubbock as far as, uh, recycling is concerned?","Что вы делаете там, в Лаббоке, в том, что касается, э-э, переработки отходов?"
"Well, you know they actually started","Ну, вы знаете, что они действительно начали"
"and I assumed it was T I wide, uh,","и я предположил, что это было слишком широко, э-э,"
"they, they started putting out at least recycling bins for the paper","они, они начали устанавливать по крайней мере контейнеры для вторичной переработки бумаги"
Uh-huh.,Угу.
"uh, I've you know","э-э, у меня, ты знаешь"
either computer paper or different types of paper.,"либо компьютерная бумага, либо другие типы бумаги."
Uh-huh.,Угу.
"I've had some ideas on how I think they could probably do it a little less expensively and accomplish the same purpose,","У меня было несколько идей о том, как, по моему мнению, они могли бы сделать это немного дешевле и достичь той же цели,"
"but I, I guess I need to put it on paper and turn it in","но я, я думаю, мне нужно изложить это на бумаге и сдать в"
"Oh, yeah. what would be more efficient about it.","О, да. что было бы в этом более эффективно."
Uh.,Ух.
"what,","что,"
"Well, the way they have, you know, they have boxes located at certain areas throughout a module, or down the hall","Ну, как у них, вы знаете, у них есть ящики, расположенные в определенных местах по всему модулю или дальше по коридору"
"or  a lot of people aren't going to get up, walk out of their offices and go there.","или многие люди не собираются вставать, выходить из своих офисов и идти туда."
Uh-huh.,Угу.
Uh-huh.,Угу.
"You know, where I use to work we had what we called tree boxes.","Вы знаете, там, где я раньше работал, у нас было то, что мы называли ящиками для деревьев."
That's just what we called them.,"Это просто то, как мы их называли."
Uh-huh.,Угу.
And they were recycled cardboard.,И это был переработанный картон.
They were eight and a half by eleven,Они были восемь с половиной на одиннадцать
and you set it by your desk and you know as you got rid of a piece of paper you stuck it in there,"и вы ставите его у своего стола, и вы знаете, что, избавляясь от листка бумаги, вы засунули его туда"
"and when it filled up you called, you know facilities whoever to come pick it up","и когда он наполнился, вы позвонили, вы знаете, кому угодно, чтобы он приехал и забрал его"
and they brought you another box.,и они принесли тебе еще одну коробку.
"So not only is it, you know,","Так что не только это, вы знаете,"
"I think more people would take advantage of it and use it, uh,","Я думаю, что больше людей воспользовались бы этим и использовали бы это, э-э,"
"I think you save a lot of the cleaning service's time and effort and money that we are paying for them to, to empty the trash cans and combine it and bundle it and things like that now when it could all be done in one step kind of type thing.","Я думаю, вы экономите много времени, усилий и денег службы уборки, которые мы им платим за то, чтобы они выносили мусор из мусорных баков, комбинировали его, упаковывали в пакеты и тому подобное сейчас, когда все это можно было бы сделать за один шаг."
Oh.,Ой.
I see.,Понимаю.
"So,","Так,"
"Yeah,","Да,"
"I, I, I, uh, was going to say cause I know I have right here a trash can for trash and a trash can for for paper on it you know","Я, я, я, э-э, собирался сказать, потому что я знаю, что у меня прямо здесь есть мусорное ведро для мусора и мусорное ведро для бумаги, понимаешь"
Right.,Верно.
"and, uh, if  if I have a, if I, I printed up something that I don't need it, just chunk it in the, in the paper.","и, э-э, если, если у меня есть, если я, я напечатал что-то, что мне не нужно, просто поместите это в, в газету."
If.,Если.
"Right,","Правильно,"
but somebody still has to collect all that and bundle it together,но кто-то все равно должен собрать все это и связать воедино
That's true.,Это правда.
"and whereas if you had a box that pretty soon it got full, you close the box, it's already bundled, it's already done for you.","и в то время как если бы у вас была коробка, которая довольно скоро наполнилась, вы закрываете коробку, она уже упакована, это уже сделано за вас."
Certainly that's a good idea.,"Конечно, это хорошая идея."
So you're saving a lot of time and effort.,"Таким образом, вы экономите много времени и усилий."
I just need to put it on paper and I guess recommended it to somebody and see if they thinks it's feasible,"Мне просто нужно изложить это на бумаге, и я предполагаю, что порекомендую это кому-нибудь и посмотрю, сочтут ли они это осуществимым"
Yeah.,Да.
Uh-huh.,Угу.
"So, uh, what else do they do in the Dallas area?","Итак, э-э, чем еще они занимаются в районе Далласа?"
"Well, uh, as far as T I is concerned, I'm not sure.","Ну, э-э, что касается Т И, я не уверен."
"Uh, and I have heard, you know, uh, in residential situations.","Э-э, и я слышал, вы знаете, э-э, в бытовых ситуациях."
I live in a dorm,Я живу в общежитии
"and I have heard in residential situations, uh, like in Plano uh, that they are doing, uh, stuff like having recycle picked up where, uh, the city, uh, I guess the sanitation department, uh, as part of their responsibility picks up, uh, the recycled items as well, you know, the plastics and the paper uh, and aluminum","и я слышал, что в жилых помещениях, э-э, например, в Плано, э-э, что они делают, э-э, такие вещи, как сбор вторсырья, где, э-э, город, э-э, я полагаю, департамент санитарии, э-э, в рамках своей ответственности также забирает, э-э, переработанные предметы, вы знаете, пластик, бумага и алюминий"
Uh-huh.,Угу.
Um.,Хм.
"and, uh, the only responsibility of the, of the, patron is to separate them","и, э-э, единственная обязанность покровителя - разделить их"
"and then the, the,","а потом... потом,"
"uh, I guess the department takes them and and does what they do with them","э-э, я думаю, департамент берет их и делает с ними то, что они делают"
and it doesn't cost the patron anything.,и это ничего не стоит покровителю.
"Doesn't really cost the, uh, department.","На самом деле это ничего не стоит, э-э, департаменту."
Anything extra.,Ничего лишнего.
Right.,Верно.
"They don't pay, they don't pay for the recycled items.","Они не платят, они не платят за переработанные предметы."
That sounds good.,Звучит заманчиво.
"There's,","Есть,"
"I, I've been wanting to put like two of three bins like right out my garage door where, you know, from the kitchen where you know you can throw cans in one or the glass in the other","Я, я давно хотел поставить два из трех мусорных баков прямо за дверью моего гаража, где, знаете, с кухни, где, как вы знаете, вы можете бросить банки в один или стакан в другой"
"or the, the even, uh,","или, даже, э-э-э,"
"there are areas that can recycle the, the tin cans, like your you know, vegetable things come in","есть районы, где можно перерабатывать консервные банки, такие, как ваши, ну, вы знаете, овощные консервы, которые поступают в"
Uh-huh.,Угу.
"and, uh, so I, I've not done that,","и, э-э, так что я, я этого не делал,"
"but that's kind of what I want to set up so. Because we do go through aluminum cans, you know.","но это как раз то, что я хочу настроить таким образом. Потому что, знаете ли, мы действительно пользуемся алюминиевыми банками."
That's probably the one we use most.,"Вероятно, это тот, которым мы пользуемся чаще всего."
Uh-huh.,Угу.
"Uh, but,","Э-э, но,"
"Well, what kind of services do you have there in Lubbock as far as,","Ну, а какие услуги у вас есть там, в Лаббоке, насколько,"
"I, I lived in Abilene for a, uh,","Я, я жил в Абилине некоторое время, э-э,"
I went to school there at Abilene Christian,Я ходил там в школу в Абилин Кристиан
"and I,","и я,"
"it was so hard to, uh,","это было так трудно, э-э-э,"
you know if you  you wanted to recycle you newspapers it was impossible.,"вы знаете, что если бы вы хотели переработать свои газеты, это было бы невозможно."
Find a place.,Найди себе место.
"Well, uh, uh they, they do have facilities for recycling the newspapers, aluminum cans, those are the two major items.","Ну, э-э-э, у них действительно есть оборудование для переработки газет, алюминиевых банок, это два основных предмета."
"You know, we can take oil, like car oil, recycled oil to,","Вы знаете, мы можем использовать масло, например, автомобильное масло, переработанное масло для,"
"they have, uh, uh, dump areas like at the fire departments throughout town.","у них есть, э-э-э, свалки, как в пожарных частях по всему городу."
Um.,Хм.
Uh-huh.,Угу.
"Uh, I don't know that they yet have the facilities here to do the tin cans.","Э-э, я не знаю, есть ли у них здесь еще оборудование для производства консервных банок."
Uh-huh.,Угу.
"Uh, I think they can do the plastics, like the liter bottles things like that.","Э-э, я думаю, они могут делать пластик, например, литровые бутылки и тому подобное."
Uh-huh.,Угу.
Uh-huh.,Угу.
"Uh, but, I, I don't know.","Э-э, но, я, я не знаю."
I know for sure though they have the newspaper and the aluminum can and then the oil at the fire departments.,"Хотя я точно знаю, что у них есть газета и алюминиевая банка, а затем масло в пожарных частях."
Uh-huh.,Угу.
"So,","Так,"
"Well, that's good.","Что ж, это хорошо."
I do that,Я делаю это
"I think people are becoming more aware. You know of, of the waste","Я думаю, что люди становятся более осведомленными. Вы знаете о... об отходах"
Yeah.,Да.
"and you know I, I like to see, you know,","и ты знаешь, я, мне нравится видеть, ты знаешь,"
you drive through Burger King now and the bags are recycled paper,"сейчас вы проезжаете через Burger King, а пакеты сделаны из переработанной бумаги"
Uh-huh.,Угу.
"and you know, so, you know I feel like people are more aware of it or becoming more aware of it.","и вы знаете, итак, вы знаете, я чувствую, что люди больше осознают это или становятся более осведомленными об этом."
"You know, maybe it's making an impact","Вы знаете, может быть, это оказывает влияние"
Uh-huh.,Угу.
"Do you tend to buy more recycled items that, if something, uh, the pack says recycled and something else doesn't?","Склонны ли вы покупать больше переработанных вещей, если на упаковке что-то написано ""переработано"", а что-то другое - нет?"
"Do,","Делать,"
would you tend to chose the one that does,"вы бы предпочли выбрать тот, который делает"
"or,","или,"
I'm not as good about searching something out like that,Я не так хорош в поиске чего-то подобного
Uh-huh.,Угу.
but if I am there and the choice is there I would probably take the recycled product.,"но если бы я был там и у меня был выбор, я бы, вероятно, взял переработанный продукт."
Um.,Хм.
Uh-huh.,Угу.
"So, you know, that's just where I probably need to be a little more responsible, citizen wise, you know, looking or searching those out because you figure if we as the citizens do that then the manufactures and producers will start packaging it that way.","Так что, вы знаете, именно здесь мне, вероятно, нужно быть немного более ответственным, с точки зрения гражданина, вы знаете, искать их, потому что вы понимаете, что если мы, как граждане, сделаем это, то производители начнут упаковывать это таким образом."
"Sure,","Конечно,"
yeah.,да.
"So, uh, you know, they are getting away from the styrofoam,","Итак, э-э, вы знаете, они уходят от пенополистирола,"
Okay.,Хорошо.
"Well, discussing air pollution today, I guess.","Ну, я полагаю, обсуждая сегодня загрязнение воздуха."
Uh-huh.,Угу.
"Um, uh, well, give me your first impressions.","Эм, эм, что ж, поделись со мной своими первыми впечатлениями."
"Uh, I don't know,","Э-э, я не знаю,"
there's a lot of air pollution.,там очень сильно загрязнен воздух.
Yeah.,Да.
"Um, I think industries and companies provide a lot of it","Хм, я думаю, что отрасли промышленности и компании предоставляют многое из этого"
Uh-huh.,Угу.
"and, with, uh, I guess with the oil burning over in Kuwait and stuff, that would have a lot of air pollution in it.","и, учитывая, э-э, я думаю, что из-за сжигания нефти в Кувейте и прочего, это привело бы к сильному загрязнению воздуха."
"Uh, puts a whole,","Э-э, ставит целый,"
"yeah,","да,"
"gets a whole new picture to what real air pollution can be,","дает совершенно новую картину того, каким может быть реальное загрязнение воздуха,"
"but, uh, that stuff going on over there.","но, э-э, то, что там происходит."
"What, what, uh, what part of Pennsylvania are you in?","В какой, в какой, э-э, части Пенсильвании ты находишься?"
"Um, I'm north of Pittsburgh,","Эм, я нахожусь к северу от Питтсбурга,"
so.,так.
"Okay,","Окей,"
"okay,","окей,"
"so, it's, it's amazing too, you know, with that, with the oil wells burning over there, that's the exact same stuff that's coming out of cars every day, just in, uh, just in a little different grade, I guess.","так что, знаете, это тоже удивительно, учитывая, что там горят нефтяные скважины, это точно такая же дрянь, которая каждый день выходит из машин, просто, э-э, просто немного другого сорта, я думаю."
Yeah.,Да.
"But, uh, in Dallas, we've got, we've just, uh, brought in a whole new set of requirements on inspections and things like that for cars, because, uh, people just don't use mass transit and stuff in Dallas.","Но, э-э, в Далласе у нас есть, мы только что, э-э, ввели совершенно новый набор требований к техосмотру и тому подобному для автомобилей, потому что, э-э, люди просто не пользуются общественным транспортом и прочим в Далласе."
"Everybody loves their car,","Все любят свою машину,"
"and you see an awful lot of, uh, one person vehicles on the road on, during rush hours.","и вы видите ужасно много, э-э, одноместных транспортных средств на дороге в часы пик."
That seems to be our biggest problem down here.,"Похоже, это наша самая большая проблема здесь, внизу."
"Um, you know, there's, uh, there's a lot of industry around,","Эм, вы знаете, вокруг, эм, много индустрии,"
"but, uh, it's not, it's","но, э-э, это не так, это"
any pollution that industry's dumping around here is not going into the air.,"любое загрязнение, которое промышленность сбрасывает здесь, не попадает в воздух."
It's typically water type situation.,Это типичная ситуация водного типа.
Yeah.,Да.
"Um. We have a couple, we have like a steel mill and a couple refineries and stuff,","Хм. У нас есть пара, у нас есть что-то вроде сталелитейного завода, пара нефтеперерабатывающих заводов и все такое,"
"and I know there's a lot of air pollution going in there,","и я знаю, что там происходит сильное загрязнение воздуха,"
"and like they, they get fined whenever they do the air pollution","и, как и они, их штрафуют всякий раз, когда они загрязняют воздух"
Uh-huh.,Угу.
"but the fine is nothing, you know,","но штраф - это ерунда, ты же знаешь,"
"Yeah,","Да,"
"it's, it's,  like, like two hours of output or something like that.","это, это, типа, два часа выходных данных или что-то в этом роде."
it's like nothing to them.,для них это ни на что не похоже.
"Yeah,","Да,"
"yeah,","да,"
"That's true,","Это правда,"
that's true.,это правда.
Uh-huh.,Угу.
"Yeah,","Да,"
"I, a, uh, I grew up in South Dakota,","Я, э-э-э, я вырос в Южной Дакоте,"
"so I was never, I was never exposed to anything of, of the, of the sort.","так что я никогда, я никогда не подвергался воздействию чего-либо подобного."
Uh-huh.,Угу.
"Um, there were always E P A people and what not were always telling us that, uh, farm chemicals and what not were destroying our water system and all that","Эм, всегда были люди, которые говорили нам, что сельскохозяйственные химикаты и все такое прочее разрушают нашу систему водоснабжения и все такое"
Uh-huh.,Угу.
"but we just, we just never saw the results.","но мы просто, мы просто никогда не видели результатов."
"There was, there was dust in the air during planting seasons and what not,","Была, была пыль в воздухе во время посевных сезонов, а что нет,"
"but that, that was all we ever saw,","но это, это было все, что мы когда-либо видели,"
"and then five years ago I moved to Dallas,","а потом, пять лет назад, я переехал в Даллас,"
"and I suddenly started to understand what burning eyes, and all that stuff is about that I'd always heard about.","и я вдруг начал понимать, что такое горящие глаза и все такое прочее, о чем я всегда слышал."
"It, uh, it's, it gets, it's real depressing.","Это, э-э, это, это становится, это действительно угнетает."
"In the morning sometime you can tell if it's a good day or a bad day by, uh, how far out from downtown, uh, you can be on the road and still not see it.","Иногда утром ты можешь определить, хороший это день или плохой, по тому, э-э, как далеко от центра города, э-э, ты можешь быть на дороге и все равно этого не видеть."
"Oh, my God","О, Боже мой"
"And, uh, yeah,","И, э-э, да,"
"I mean, it's not,","Я имею в виду, это не,"
"I don't think Dallas is considered, uh, a real bad place for air pollution,","Я не думаю, что Даллас считается, э-э, действительно плохим местом с точки зрения загрязнения воздуха,"
"but, you, you can tell, you can tell the differences in the days, when it's, when the haze is kind of yellowish gray instead of just being a, a foggy, misty color","но ты, ты можешь сказать, ты можешь заметить разницу в те дни, когда это, когда дымка какая-то желтовато-серая, вместо того, чтобы быть просто туманного цвета"
Uh-huh.,Угу.
"and, uh, it, it's a little, it's a little disappointing sometimes you start to realize what you're breathing.","и, э-э, это, это немного, это немного разочаровывает, иногда ты начинаешь понимать, чем ты дышишь."
"Uh, yeah,","О, да,"
"but, I don't know what they can do to really prevent it, you know.","но, знаете, я не знаю, что они могут сделать, чтобы действительно предотвратить это."
"Like, how,","Например, как,"
what can they do about the oil burning over in Kuwait?,"что они могут сделать с нефтью, горящей в Кувейте?"
"What, you know,","Что, ты знаешь,"
"I mean they fine the industries,","Я имею в виду, что они штрафуют промышленность,"
"but you know, that doesn't seem to stop them there","но вы знаете, это, похоже, их на этом не останавливает"
Right.,Верно.
I don't know what else they can do.,"Я не знаю, что еще они могут сделать."
Right.,Верно.
"It, it's that there really isn't a whole lot.","Это, это то, что на самом деле их не так уж много."
"It's one of those, uh, it's one of those things that if they do a little bit and, uh, and, you know, every little bit does help,","Это одна из тех, э-э, это одна из тех вещей, которые, если они делают немного и, э-э, и, вы знаете, каждая мелочь действительно помогает,"
I do believe that.,Я действительно верю в это.
"Um, but I also believe that the earth is a kind of a self-regulating system,","Хм, но я также верю, что Земля - это своего рода саморегулирующаяся система,"
"and, uh, it will clean itself up, eventually.","и, э-э, в конце концов, все само собой наладится."
"It,","Оно,"
"the whole idea is not to, not to push the limit too hard, I guess","я думаю, вся идея в том, чтобы не переходить границы слишком сильно"
Uh-huh.,Угу.
"let the, you know, let the natural, natural systems take care of the problem as much as possible.","позвольте, вы знаете, позвольте естественным системам позаботиться об этой проблеме настолько, насколько это возможно."
"Yeah,","Да,"
"I, I,","Я, я,"
"yeah,","да,"
"I just don't understand, you know, what else anyone can do about it.","Я просто не понимаю, знаете ли, что еще кто-то может с этим поделать."
"I don't think it's something that people really think about, either.","Я тоже не думаю, что это то, о чем люди действительно думают."
Uh-huh.,Угу.
"You know, it's, I mean, it, it should probably be a big issue, you know, because it's, it's doing a lot of damage,","Вы знаете, это, я имею в виду, это, вероятно, должно быть большой проблемой, вы знаете, потому что это, это наносит большой ущерб,"
"but I,","но я,"
"it's something, you know,","это что-то, ты знаешь,"
"I don't think many people really think about it, because it's nothing they,","Я не думаю, что многие люди действительно думают об этом, потому что это ничего из того, что они,"
I don't think we really have too much control over it.,"Я не думаю, что мы действительно слишком сильно контролируем это."
Right.,Верно.
"And it's one of those things,","И это одна из тех вещей,"
"it, it's so hard to measure what, what the damage is","это, это так трудно измерить, что, каков ущерб"
Uh-huh.,Угу.
"it's kind of like, oh,","это что-то вроде, о,"
"I guess it's kind of like, kind of like cigarette smoking, you know.","Я думаю, это что-то вроде курения сигарет, знаете ли."
"It, it could go on for years and years until they start to see some results and people can actually, actually say, Yeah, it's, it's, it's doing, doing some damage and something's got to be done.","Это, это может продолжаться годами, пока они не начнут видеть какие-то результаты, и люди действительно смогут сказать: да, это, это, это наносит некоторый ущерб, и что-то должно быть сделано."
Uh-huh.,Угу.
"Um, there's, you know, there's a lot of things like that.","Эм, есть, ты знаешь, много подобных вещей."
"It,","Оно,"
"you can, uh, you can pound on something for a long time before it finally breaks,","ты можешь, э-э, ты можешь колотить по чему-то долгое время, прежде чем оно наконец сломается,"
"but until it breaks, you don't really know that there, you were doing anything to it.","но пока он не сломается, вы на самом деле не знаете, что там, вы что-то с ним делали."
"Yeah,","Да,"
exactly.,точно.
"But, uh,","Но, э-э,"
"Well, I really don't know too much else about it.","Ну, на самом деле я не так уж много еще знаю об этом."
"Yeah,","Да,"
"well, that's, that's,","ну, это, это,"
"I think we both agree it's, it's one of those deals that, uh,","Я думаю, мы оба согласны, что это, это одна из тех сделок, которые, э-э,"
I just think there's a lot of other problems right now,"Я просто думаю, что сейчас есть много других проблем"
Uh-huh.,Угу.
"and, uh, we've done a lot to take care of it.","и, э-э, мы многое сделали, чтобы позаботиться об этом."
Yeah.,Да.
"And, uh,","И, э-э-э,"
"Yeah,","Да,"
"we have tried,","мы пытались,"
"I mean, you know, and, um, I, I know where, you know, where a couple of the mills that have,","Я имею в виду, вы знаете, и, эм, я, я знаю, где, вы знаете, где пара заводов, у которых есть,"
"I know they put things on their stacks, you know, to filter the smoke, and do all kinds of things,","Я знаю, что они кладут что-то в свои стопки, ну, знаете, чтобы фильтровать дым, и делают всякие другие вещи,"
"but, I mean, every now and then it breaks, you know,","но, я имею в виду, время от времени это ломается, ты знаешь,"
"and and you just have smoke going out into the air for a day or two, until you can get it fixed.","и у вас просто будет дым, выходящий в воздух в течение дня или двух, пока вы не сможете это исправить."
