en,ru
Uh-huh.,Угу.
"Not a automatic, semiautomatic.","Не автоматический, полуавтоматический."
"Yes,","Да,"
not an Uzi,не Узи
"No,","Нет,"
no.,нет.
"Uh, but I think a person needs a way of defending themselves.","Э-э, но я думаю, что человеку нужен способ защитить себя."
Uh-huh.,Угу.
"You saw Indiana Jones,","Ты видел Индиану Джонса,"
the guy came after him with that big knife.,парень напал на него с тем большим ножом.
Yes.,Да.
"And just, he took care of it,","И просто, он позаботился об этом,"
just one shot.,всего один выстрел.
"Yes,","Да,"
"that's true,","это правда,"
"and he, uh, saved himself in the, in the, in the process also.","и он, э-э, спас себя в, в, в процессе тоже."
That's right.,Верно.
So how is work going?,"Итак, как продвигается работа?"
"Very fine,","Очень хорошо,"
"very,","очень,"
"They don't let you take guns to work, do they?","Они не разрешают тебе брать оружие на работу, не так ли?"
"No,","Нет,"
"they, That's, uh, that's prohibited where we work.","они, это, э-э, это запрещено там, где мы работаем."
"Although down here in Texas, uh you do have a right to, to wear and carry arms with you at all times.","Хотя здесь, в Техасе, у вас действительно есть право носить оружие при себе в любое время."
Uh-huh.,Угу.
"That's still that's still, you can still do that down here.","Это все еще, это все еще, ты все еще можешь делать это здесь, внизу."
"Can they be, Is it concealed,","Могут ли они быть, скрыто ли это,"
"or does it have to,","или это обязательно должно быть,"
"Oh, you can't,","О, ты не можешь,"
"no,","нет,"
it should not be concealed.,это не должно быть скрыто.
Has to be on the hip?,Должно быть на бедре?
It has to be on the hip,Это должно быть на бедре
"Has to be in sight so that, uh, you know, that you're not, uh, a menace or a problem to individuals.","Должен быть на виду, чтобы, э-э, вы знали, что вы не представляете, э-э, угрозы или проблемы для отдельных людей."
Can a,Может ли
How about where you live there in Utah?,"Как насчет того, где ты там живешь, в Юте?"
"Okay, Howard,","Ладно, Говард,"
what do you think of our space budget,что вы думаете о нашем космическом бюджете
"and should we go ahead and, and keep exploring,","и должны ли мы идти вперед и продолжать исследовать,"
"or should we call a halt to it,","или мы должны положить этому конец,"
is it doing any good?,есть ли от этого какая-нибудь польза?
I think that the space program has done a lot of good for the country.,"Я думаю, что космическая программа принесла много пользы стране."
"Now I think what, we made a major wrong turn when we went into the, uh, to the current generation of space craft, the reusable ones, like they are now because they have not proven as reliable as they should have,","Теперь я думаю, что мы совершили серьезный неверный поворот, когда перешли к... э-э... к нынешнему поколению космических аппаратов, многоразовых, какими они являются сейчас, потому что они оказались не такими надежными, как должны были быть,"
Uh-huh.,Угу.
"and I think some of the earlier approaches were much more, uh, much better in many ways.","и я думаю, что некоторые из более ранних подходов были гораздо более, э-э, намного лучше во многих отношениях."
"However, uh, you know, we've gained an awful lot from the space program, all the way from remote monitoring to teflon to, uh, some new space age materials, plastics and all that.","Однако, э-э, вы знаете, мы очень много выиграли от космической программы, начиная от дистанционного мониторинга и заканчивая тефлоном, э-э, некоторыми материалами новой космической эры, пластмассами и всем таким."
So I think it's been a good investment.,"Так что я думаю, что это была хорошая инвестиция."
"Uh, somebody was telling me the return was about twenty-five or thirty dollars for every dollar spent which is amazing for any governmental financed  program.","Э-э, кто-то говорил мне, что отдача составляла около двадцати пяти или тридцати долларов за каждый потраченный доллар, что удивительно для любой программы, финансируемой правительством."
"Oh, really.","О, действительно."
"Oh, yes.","О, да."
Wish our post office could do that,"Жаль, что наше почтовое отделение не может этого сделать"
I wish the post office would just stop raising our rates.,"Я бы хотел, чтобы почтовое отделение просто перестало повышать наши тарифы."
That's right.,Верно.
I wish they'd just deliver stuff.,"Я бы хотел, чтобы они просто доставляли вещи."
"I think, though, that now that we're finally starting to get over the fears and the, uh, oh, I don't know, the guilt that we had out of, uh, Challenger,","Однако я думаю, что теперь, когда мы, наконец, начинаем преодолевать страхи и, э-э, о, я не знаю, чувство вины, которое у нас было из-за, э-э, Челленджера,"
I think maybe we can  pick up and go on now.,"Я думаю, может быть, мы можем взять себя в руки и продолжить прямо сейчас."
Uh-huh.,Угу.
"But, I, I don't know.","Но я, я не знаю."
I don't think we really have all of our act together yet as far as clear objectives.,"Я не думаю, что мы действительно все еще действуем сообща в том, что касается четких целей."
I agree.,Я согласен.
The space station's where we should go  at this point.,На данный момент мы должны отправиться на космическую станцию.
I agree.,Я согласен.
Seems like that we've kind of gotten side tracked with putting all these different things up there to monitor,"Похоже, что мы как бы отошли на второй план, разместив все эти разные вещи там для мониторинга"
"and, you know, you know, and I'm in favor of, you know, getting closer to seeing certain things,","и, вы знаете, вы знаете, и я за то, чтобы, вы знаете, приблизиться к пониманию определенных вещей,"
"but I'd like to see them also go, you know, go back up there, see, you know, what they can do. See about setting a space station up.","но я бы хотел посмотреть, как они тоже пойдут, ну, знаете, вернутся туда, посмотреть, ну, вы знаете, на что они способны. Смотрите о создании космической станции."
"I'm all in favor of the space program,","Я полностью поддерживаю космическую программу,"
"and I don't think we should stop,","и я не думаю, что мы должны останавливаться,"
and I don't think we should cut the money.,"и я не думаю, что мы должны урезать деньги."
"Well, where do you think we ought to go with it?","Ну, и как ты думаешь, куда мы должны с этим пойти?"
Uh.,Ух.
"You talking about, uh, uh, a fully manned space station that we'll keep up there?","Вы говорите о, э-э, э-э, полностью пилотируемой космической станции, которую мы будем поддерживать там?"
"Yeah,","Да,"
"I would like, I'd like to see that.","Я бы хотел, я бы хотел это увидеть."
"I'd like for us to really find out more about the actual universe and get up there and see what's going on, even if, you know, there's no life up there or anything, you know.","Я бы хотел, чтобы мы действительно узнали больше о реальной Вселенной, поднялись туда и увидели, что происходит, даже если, вы знаете, там нет жизни или чего-то еще, вы знаете."
But who knows.,Но кто знает.
And I would like to see them do something like that.,"И я хотел бы увидеть, как они делают что-то подобное."
"Well,","Что ж,"
"I, I hate to see them just, you know, keep getting diverted off to spying on other nations and putting up defense things","Мне, мне неприятно видеть, как они просто, знаете ли, продолжают отвлекаться на шпионаж за другими нациями и создание оборонительных сооружений"
"and, I think they, I think they lose sight of, of probably what they're supposed to be doing.","и, я думаю, они, я думаю, они упускают из виду, вероятно, то, что они должны делать."
"Well, I think about half the nations now are, are military related, are they not?","Ну, я думаю, примерно половина стран сейчас связаны с военными, не так ли?"
"Yes,","Да,"
yes.,да.
"And, uh, It seems like it's that high a percentage.","И, э-э, похоже, что это такой высокий процент."
I believe they are.,"Я верю, что это так."
"You know, let's go back to our original thing with, you know, our experiments and all the, you know, our actual exploring of space and, and all that,","Знаете, давайте вернемся к нашему первоначальному занятию, ну, вы знаете, к нашим экспериментам и ко всему, вы знаете, нашему фактическому исследованию космоса и, и все такое,"
"and, you know, with, with Russia, uh, seemingly not going to be as big a threat.","и, вы знаете, с Россией, э-э, похоже, она не будет такой большой угрозой."
"Well, it can't afford to","Ну, он не может себе этого позволить"
"Huh-uh, you know.","Ха-ха, ты знаешь."
"Have you gone out to, uh, Fort Worth to see the space, Soviet space exhibit?","Вы ездили, э-э, в Форт-Уэрт, чтобы посмотреть выставку ""Космос, советский космос""?"
"No,","Нет,"
we were talking about that this weekend.,мы говорили об этом в эти выходные.
"We, it's only going to be there a couple of more weeks.","Мы, это пробудет там всего пару недель."
"Uh-huh,","Ага,"
uh-huh.,угу.
We need to go.,Нам нужно идти.
"We went, uh,","Мы пошли, э-э,"
"we took our grandsons and went, uh, the weekend before last,","мы взяли наших внуков и поехали, э-э, на позапрошлые выходные,"
and it is marvelous.,и это чудесно.
"I mean, it's really neat how they, they have done it.","Я имею в виду, это действительно здорово, как они, они это сделали."
They have done a beautiful job.,Они проделали прекрасную работу.
Have they?,Есть ли у них?
"And they have a, uh, scaled down model showing how they, you know, fuel it, or, you know, how they, uh, oh, the fuel trucks and things run out there to it and how they, uh,","И у них есть, э-э, уменьшенная модель, показывающая, как они, ну, вы знаете, заправляют его, или, вы знаете, как они, э-э, о, бензовозы и тому подобное подъезжают к нему, и как они, э-э,"
"all the things that are against the actual space mission, uh, space ship, you know, how they fall away from it,","все то, что противоречит реальной космической миссии, э-э, космическому кораблю, вы знаете, как они отходят от нее,"
and the loading of it,и загрузка этого
"Oh, yes.","О, да."
"and then it's actually, you know,","и тогда это на самом деле, вы знаете,"
the smoke comes out like it's taking off.,"дым выходит так, как будто он взлетает."
It is really interesting.,Это действительно интересно.
"Well, maybe I need to run out there this weekend.","Ну, может быть, мне нужно съездить туда на этих выходных."
You really do.,Ты действительно это делаешь.
"It's, it's well worth the time and effort.","Это, это стоит потраченного времени и усилий."
"We went, uh, early on Sunday.","Мы пошли, э-э, рано в воскресенье."
"We got out there about, uh, ten, ten thirty,","Мы вышли туда примерно, э-э, в десять-десять тридцать,"
"and the,","и,"
Now do you have to have tickets ahead?,Теперь вам обязательно заказывать билеты заранее?
Excuse me.,Прошу прощения.
"No,","Нет,"
"we bought tickets there,","мы купили там билеты,"
"and if you have children, if you go to McDonald's, you they have coupons, or did have.","и если у вас есть дети, если вы ходите в McDonald's, у вас есть купоны, или были когда-то."
Now they may be through with them now.,"Теперь они, возможно, покончили с ними прямо сейчас."
"But, uh, buy one adult","Но, э-э, купи одного взрослого"
and one child gets in free.,и один ребенок попадает туда бесплатно.
"Um, I think both of my kids are too old for that","Эм, я думаю, что оба моих ребенка слишком взрослые для этого"
"Oh, okay,","О, ладно,"
"oh, okay.","о, ладно."
"they're both, uh,","они оба, э-э,"
You have teenagers or something.,У вас есть подростки или что-то в этом роде.
"Yes,","Да,"
yes.,да.
"Yes,","Да,"
"well I had grandchildren so, three of them, so between their mother and their grandfather and I,","ну, у меня были внуки, так что их было трое, так что между их матерью, их дедушкой и мной,"
because their dad was at work,потому что их отец был на работе
"and, uh, But, and the boys loved it, you know,","и, э-э, но, и мальчикам это понравилось, ты знаешь,"
"Did you,","Ты,"
they really did like it.,им это действительно понравилось.
"It's very impressive, I'm sure.","Я уверен, это очень впечатляет."
"Uh-huh,","Ага,"
"it is,","это,"
"and I felt the, uh, six year old would, you know, that he'd be kind of bored,","и я почувствовал, что шестилетнему ребенку было бы, знаете ли, немного скучно,"
but he wasn't.,но это было не так.
Even the three year old enjoyed it,Даже трехлетнему ребенку это понравилось
"because they had one, had one of those moon vehicles and had it so it looked like it was on the moon, and showed it moving around and stuff.","потому что у них был один, был один из этих лунных аппаратов, и он выглядел так, как будто был на Луне, и показывал, как он перемещается, и все такое."
Uh-huh.,Угу.
So it was really neat.,Так что это было действительно аккуратно.
"Well, see, that's something else.","Ну, видишь ли, это кое-что еще."
"The Russians have had space stations, manned space stations for years now.","У русских уже много лет есть космические станции, пилотируемые космические станции."
"You know, they had the Merv","Вы знаете, у них был Мерв"
"Uh-huh,","Ага,"
uh-huh.,угу.
and see we've yet to keep anyone up over over a week or ten days.,"и видите, мы еще никого не заставляли спать больше недели или десяти дней."
Right.,Верно.
"Well, in going through it, I got the impression that actually they were farther ahead,","Что ж, проходя через это, у меня сложилось впечатление, что на самом деле они были дальше впереди,"
"They're talking about, uh, federal government, aren't they?","Они говорят о, э-э, федеральном правительстве, не так ли?"
"I'm sure,","Я уверен,"
"well, actually probably any government,","ну, на самом деле, вероятно, любое правительство,"
but the federal one's the big one,но федеральный - самый большой
Yeah.,Да.
"So, uh, so what do you, what do you think in the short term we should be doing to, to improve it?","Итак, э-э, итак, что вы, что, по вашему мнению, в краткосрочной перспективе мы должны сделать, чтобы улучшить это?"
"Well, I saw a program on, uh, recently,","Ну, я недавно видел передачу по... э-э-э...,"
"and, and it said every time they cut, you know, like fifty-five million dollars on a certain thing, then they brag about how much money they cut,","и, и там говорилось, что каждый раз, когда они тратят, ну, знаете, около пятидесяти пяти миллионов долларов на определенную вещь, они хвастаются тем, сколько денег они тратят,"
and then they go and spend that money somewhere else,а потом они идут и тратят эти деньги где-то в другом месте
Right.,Верно.
and that's why the budget is never balanced.,и именно поэтому бюджет никогда не бывает сбалансированным.
Right.,Верно.
The Gramm Rudman Act didn't solve the problem.,Закон Грэмма Радмана не решил проблему.
They just take all the money that they say they cut,"Они просто забирают все деньги, которые, по их словам, срубили"
and they spend it somewhere else,и они тратят их где-то в другом месте
Yeah.,Да.
"or they, you know, they pad out their staff, or, you know, spend it in bounced checks at the, commissary,","или они, вы знаете, они увеличивают зарплату своим сотрудникам, или, вы знаете, тратят ее в виде возвращенных чеков в комиссариате,"
or.,или.
"Uh, yeah,","О, да,"
"I'm getting pretty, kind of disgusted with the, uh, uh, you know, the fact that they're counting a reduced deficit as being some big step.","Мне становится довольно неприятно, э-э-э, ну, вы знаете, тот факт, что они считают сокращение дефицита каким-то большим шагом."
Right.,Верно.
"I mean, first of all, we were, we've already hit the largest deficit, this proposed budget has the largest deficit ever,","Я имею в виду, во-первых, мы были, мы уже столкнулись с самым большим дефицитом, в этом предлагаемом бюджете самый большой дефицит за всю историю,"
"and, two, a deficit is, I mean, the deficit is only, uh, is, is as far from a balanced budget,","и, во-вторых, дефицит - это, я имею в виду, дефицит всего лишь, э-э, настолько далек от сбалансированного бюджета,"
"you reduce the deficit,","вы сокращаете дефицит,"
"you, you're still not, you're still not, you're still overspending.","ты, ты все еще не, ты все еще не, ты все еще перерасходуешь деньги."
Uh-huh.,Угу.
Right.,Верно.
"I mean, it's just the amount that you're overspending,","Я имею в виду, это просто сумма, которую вы перерасходуете,"
"and this is, you know, for some reason, the way that the reporting is going on now,","и это, вы знаете, по какой-то причине, то, как сейчас ведется репортаж,"
"it seems like, like the goal is to reduce the deficit to some, you know, still outrageous amount, um,","похоже, что цель состоит в том, чтобы сократить дефицит до какой-то, знаете ли, все еще возмутительной суммы, эм,"
"Yeah,","Да,"
"I, I, I think in the long term something is going to have to be done with, uh, sort of the, the, uh,","Я, я, я думаю, что в долгосрочной перспективе что-то нужно будет сделать с, э-э, чем-то вроде, э-э,"
"well I mean, it seems to be kind of inherent in the political process, right, that you've got, uh, people, you know, trying to, trying to corner money for their state or for their constituents so that they can get reelected.","ну, я имею в виду, кажется, это своего рода неотъемлемая часть политического процесса, верно, что у вас есть, э-э, люди, вы знаете, пытающиеся загнать деньги в угол для своего штата или для своих избирателей, чтобы они могли быть переизбраны."
Uh-huh.,Угу.
"And, uh, there isn't any sort of overall accountability,","И, э-э, нет никакой общей подотчетности,"
"and, and, uh, I don't know,","и, и, э-э, я не знаю,"
"I, I suppose that, that, that the only kind of solution ultimately that we're going to have, is, is, is exposure and information.","Я, я полагаю, что, что, что единственное решение, которое в конечном счете у нас будет, - это, это, это разоблачение и информация."
"And I don't know that in general the American people are that interested, you know, to listen to, to as much, uh, uh, you know,","И я не знаю, что в целом американскому народу настолько интересно, знаете ли, слушать, как можно больше, э-э-э, вы знаете,"
"I mean, you're going to have to know what people are doing, and, uh, you know, and how, and how, how partisan and how and how self-interested their, their motives are and, and take it to task for it, because it's not going to get solved, you know, if people are still trying, you know,","Я имею в виду, вам придется знать, что делают люди, и, э-э, вы знаете, и как, и как, насколько пристрастны, и как и насколько своекорыстны их мотивы, и, и принять это к сведению, потому что это не будет решено, ты знаешь, если люди все еще пытаются, ты знаешь,"
Uh-huh.,Угу.
"like you were saying you say, you know, hey, we just, you know, we just cut defense,","как ты и говорил, ты говоришь, ты знаешь, эй, мы просто, ты знаешь, мы просто прекращаем оборону,"
"let me grab some of this money for my state now,","позвольте мне сейчас забрать часть этих денег для моего штата,"
"and then we can throw in some highway bill,","и тогда мы сможем внести какой-нибудь счет за дорогу,"
"or you can throw in some, you know, some other kind of thing,","или ты можешь добавить что-нибудь, ну, знаешь, что-нибудь другое,"
"and, uh, it's a pretty vicious, uh, vicious cycle.","и, э-э, это довольно порочный, э-э, порочный круг."
I don't know.,Я не знаю.
"Well, I think they should, they should limit the Senate to one term, one six year term.","Ну, я думаю, они должны, они должны ограничить Сенат одним сроком, одним шестилетним сроком."
"That's,","Это,"
"yeah,","да,"
that's being batted around.,это обыгрывается вокруг да около.
"I, uh, my, my dad was always a proponent of that.","Я, э-э, мой, мой отец всегда был сторонником этого."
"He, uh he felt that that would get people involved who were, who were interested in being public servants as opposed to personal servants.","Он, э-э, он чувствовал, что это привлечет людей, которые были заинтересованы в том, чтобы быть государственными служащими, а не личными слугами."
Uh-huh.,Угу.
"Right,","Правильно,"
"and, and don't let them come back,","и, и не позволяй им вернуться,"
"and, and, uh, keep Congress to, um, two terms of two years a piece","и, и, э-э, ограничьте Конгресс, э-э, двумя сроками по два года каждый."
Uh-huh.,Угу.
and then it'll be overturning,и тогда все перевернется
and they won't have the same people there all the time,и там не будут постоянно находиться одни и те же люди
Right.,Верно.
"and then, all the special interest groups will have to renegotiate all of their their payoffs and kickbacks",и тогда всем группам с особыми интересами придется пересмотреть все свои выплаты и откаты
Right.,Верно.
and that'll keep them busy enough so that they won't have as much influence.,"и это будет держать их достаточно занятыми, чтобы они не имели такого большого влияния."
Uh-huh.,Угу.
"Because that's one of the things, one of the biggest things is that, uh, the fact that they're always trying to lean somebody toward one way or another, whether it's the oil companies, or the automotive companies, and like the air bag thing.","Потому что это одна из вещей, одна из самых больших вещей - это тот факт, что они всегда пытаются склонить кого-то в ту или иную сторону, будь то нефтяные компании или автомобильные компании, и им нравится идея с подушками безопасности."
"The air bag came out, what, twenty years ago.","Подушка безопасности появилась, сколько, двадцать лет назад."
Right,Правильно
And only now they're getting that put in cars.,И только сейчас они начинают устанавливать это в машины.
"Uh-huh,","Ага,"
yeah.,да.
"And the oil companies are, really aren't responsible, you know.","И нефтяные компании, знаете ли, на самом деле не несут ответственности."
"The Valdez proved that,","Вальдес доказал, что,"
and then the government doesn't jump on them hard enough to make them do anything.,"и тогда правительство не набрасывается на них достаточно сильно, чтобы заставить их что-либо делать."
Right.,Верно.
It should have been done immediately.,Это следовало сделать немедленно.
"Yeah,","Да,"
"yeah,","да,"
"I think, I think that that's probably right,","Я думаю, я думаю, что это, вероятно, правильно,"
"because in terms of long term, you just got to get people, um,","потому что с точки зрения долгосрочной перспективы, вам просто нужно привлечь людей, эм,"
"I mean, uh, at one point, at least on a local level, um, going into politics is, you know, what you're doing is, is really trying to serve the community right,","Я имею в виду, э-э, в какой-то момент, по крайней мере, на местном уровне, э-э, идти в политику - это, знаете ли, то, что вы делаете, это действительно попытка правильно служить обществу,"
Uh-huh.,Угу.
"I mean, you don't expect to make any money out of it.","Я имею в виду, вы же не ожидаете заработать на этом никаких денег."
"You know, maybe you gain a little bit of local fame,","Знаешь, может быть, ты приобретешь немного местной известности,"
"but, but it's, uh, you put in a lot of work in exchange for that.","но, но это, э-э, ты вложил много труда в обмен на это."
